what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321741920457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321741920779
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321741920886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321741932434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321741936322
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321741936347
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321741948060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321741959303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742083762
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321742084396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742084726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742085462
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742087051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742092119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742097122
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321742097590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742097911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742098561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742114146
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742126072
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742132424
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742369754
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321742371545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742371851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742372523
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742525479
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742526815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742535090
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742536973
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1321742554382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742580778
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742589279
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321742590752
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321742592059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742592418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742593385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321742599048
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAll",1321742599422
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742599750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742600592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742602964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742612027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742668910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321742686048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321745718119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321745720630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321745727292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321746348832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321746349956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321746363246
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321746368269
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321746380375
